Date,Question,Answer,Cleaned_Answer,Keyword_Answer,Topic_Answer,TopicLabel_Answer
2023-08-18,같은 전형으로 중복지원은 불가능 한가요?,"원서를 접수할 때 1전형당 1개의 학부/과만 지원할 수 있습니다. 한국기술교육대학교 수시모집에서는 지원 자격 충족 여부에 따라 최대 6개 전형 중복지원이 가능합니다. (1전형당 1개의 학부/과만 지원 가능) 여기서 1전형이란 2024학년도 수시 입학전형인 학생부종합전형, (학생부교과전형) 교과 전형, (논술 일반전형) 논술전형을 의미합니다. 또한, 학생부종합전형은 세부 전형별(창의인재, 지역인재, 사회통합, 특성화고 졸업자, 농어촌학생, 특수교육대상자)로 각각 지원할 수 있습니다.

따라서 2024학년도 수시 모집 지원 시 교과 전형 또는 논술전형에 2개의 학부/과 중복지원은 불가능 하지만 학생부종합전형의 세부전형으로는 ex) 창의인재 + 지역인재 각각 지원이 가능합니다.
추가사항으로 1개 전형 기준으로 하나의 모집단위에만 지원할 수 있으며 2개 이상의 모집단위에 지원할 경우 이중지원에 해당하며 이중지원자는 합격을 취소됨을 참고해 주시기를 바랍니다.",원서를 접수할 1전형당 1개의 학부 과만 지원할 있습니다 교 수시모집에서는 지원 자격 충족 여부에 따라 최대 6개 전형 중복지원이 가능합니다 1전형당 1개의 학부 과만 지원 가능 여기서 1전형이란 2024학년도 수시 입학전형인 학생부종합전형 학생부교과전형 교과 전형 논술 일반전형 논술전형을 의미합니다 또한 학생부종합전형은 세부 전형별 창의인재 지역인재 사회통합 특성화고 졸업자 농어촌학생 특수대상자 각각 지원할 있습니다 따라서 2024학년도 수시 모집 지원 교과 전형 또는 논술전형에 2개의 학부 중복지원은 불가능 하지만 학생부종합전형의 세부전형으로는 창의인재 지역인재 각각 지원이 가능합니다 추가사항으로 1개 전형 기준으로 하나의 모집단위에만 지원할 있으며 2개 이상의 모집단위에 지원할 경우 이중지원에 해당하며 이중지원자는 합격을 취소됨을 참고해 주시기를 바랍니다,"['전형', '지원', '학생', '모집', '인재']",0,학생 모집 및 입학 전형
2023-08-18,"안녕하세요
얼마전 라이브로 입시설명회 보고 문의드립니다
대전에도 셔틀버스가 운행한다고 하셨는데
자세한 시간이랑 탑승장소등 알수있을까요
홈페이지에는 없는거 같네요","1. 대전지역 통학버스는 2개 코스로 1일 2회 왕복하며 금요일(하교), 일요일(등교) 일정으로 운행되고 있습니다. 금요일(하교)의 경우 대학 -> 대전복합터미널 -> 대전역 코스로 운행되며 14시와 18시 20분에 본교에서 출발합니다. 일요일(등교)의 경우 대전역 -> 대전복합터미널 -> 대학 코스로 운행되며 18시 10분/20분 (대전역) -> 18시 25분 (대전복합터미널) -> 본교로 도착합니다. 통학버스 이용 시 유료이며 금액은 현금 5,500원입니다.",대전지역 통학버스는 2개 코스로 1일 2회 왕복하며 금요일 하교 일요일 등교 일정으로 운행되고 있습니다 금요일 하교 경우  대전복합터미널 대전역 코스로 운행되며 14시와 18시 20분에 본교에서 출발합니다 일요일 등교 경우 대전역 대전복합터미널  코스로 운행되며 18시 10분 20분 대전역 18시 25분 대전복합터미널 본교로 도착합니다 통학버스 이용 유료이며 금액은 현금 500원입니다,"['대전', '코스', '운행', '복합', '터미널']",5,학과별 학부 프로그램 및 재학생 정보
2023-08-18,"논술전형에서 컴공은 몇명 뽑나요?
그리고 수시전형과 논술전형으로 접수가능하나요?","2.. 2024학년도 수시 모집 컴퓨터공학부 논술전형의 경우 27명 모집합니다.

중복지원의 경우 원서를 접수할 때 1전형당 1개의 학부/과만 지원할 수 있습니다. 한국기술교육대학교 수시모집에서는 지원 자격 충족 여부에 따라 최대 6개 전형 중복지원이 가능합니다. (1전형당 1개의 학부/과만 지원 가능) 여기서 1전형이란 2024학년도 수시 입학전형인 학생부종합전형, (학생부교과전형) 교과 전형, (논술 일반전형) 논술전형을 의미합니다. 또한, 학생부종합전형은 세부 전형별(창의인재, 지역인재, 사회통합, 특성화고 졸업자, 농어촌학생, 특수교육대상자)로 각각 지원할 수 있습니다.

따라서 학생부종합전형 또는 교과전형과 논술전형의 중복지원이 가능합니다. 추가사항으로 1개 전형 기준으로 하나의 모집단위에만 지원할 수 있으며 2개 이상의 모집단위에 지원할 경우 이중지원에 해당하며 이중지원자는 합격을 취소됨을 참고해 주시기를 바랍니다.",2024학년도 수시 모집 컴퓨터공학부 논술전형의 경우 27명 모집합니다 중복지원의 경우 원서를 접수할 1전형당 1개의 학부 과만 지원할 있습니다 교 수시모집에서는 지원 자격 충족 여부에 따라 최대 6개 전형 중복지원이 가능합니다 1전형당 1개의 학부 과만 지원 가능 여기서 1전형이란 2024학년도 수시 입학전형인 학생부종합전형 학생부교과전형 교과 전형 논술 일반전형 논술전형을 의미합니다 또한 학생부종합전형은 세부 전형별 창의인재 지역인재 사회통합 특성화고 졸업자 농어촌학생 특수대상자 각각 지원할 있습니다 따라서 학생부종합전형 또는 교과전형과 논술전형의 중복지원이 가능합니다 추가사항으로 1개 전형 기준으로 하나의 모집단위에만 지원할 있으며 2개 이상의 모집단위에 지원할 경우 이중지원에 해당하며 이중지원자는 합격을 취소됨을 참고해 주시기를 바랍니다,"['전형', '지원', '모집', '학생', '논술']",0,학생 모집 및 입학 전형
2023-08-19,물리과목을 이수하지 않았다면 에너지신소재화학공학부에 학생부종합전형으로 지원할때 많이 불리한가요..?,"학생부종합전형은 학교생활의 충실도를 정성적으로 평가하는 전형으로 이수 과목 부분과 관련해서는 학생부종합전형 평가요소별 체크리스트를 보면 전공 적합성-전공활동 우수성 부분에서 '지원 전공(계열)과 관련해 스스로 선택하여 수강한 과목이 얼마나 되는가?', '지원 전공(계열)과 관련된 교과 성적이 우수한가?'로 나타나 있지만 물리과목을 이수하지 않는다고 해도 많이 불리하지 않으며, 체크리스트 전공 적합성-전공관련 활동의 일관성 및 다양성 부분에서 '지원 전공(계열)에 관련된 창의적 체험활동(자율, 동아리, 봉사, 진로)에 참여하였는가?' 요소에 나타낼 수 있는 지원 분야와 관련된 진로 및 동아리 활동이 있으면 충분히 가능합니다.
관련 자료로 2024학년도 수시 모집요강 링크를 첨부해 드리오니 17p [평가요소별 체크리스트]를 참고해 주시면 감사하겠습니다:)

2024학년도 수시 모집요강
https://ipsi.koreatech.ac.kr/susi/mojip.do",학생부종합전형은 학교생활의 충실도를 정성적으로 평가하는 전형으로 이수 과목 부분과 관련해서는 학생부종합전형 평가요소별 체크리스트를 보면 전공 적합성 전공활동 우수성 부분에서 지원 전공 계열 관련해 스스로 선택하여 수강한 과목이 얼마나 되는가 지원 전공 계열 관련된 교과 성적이 우수한가 나타나 있지만 물리과목을 이수하지 않는다고 해도 많이 불리하지 않으며 체크리스트 전공 적합성 전공관련 활동의 일관성 다양성 부분에서 지원 전공 계열 관련된 창의적 체험활동 자율 동아리 봉사 진로 참여하였는가 요소에 나타낼 있는 지원 분야와 관련된 진로 동아리 활동이 있으면 충분히 가능합니다 관련 자료로 2024학년도 수시 모집요강 링크를 첨부해 드리오니 17 평가요소별 체크리스트 참고해 주시면 감사하겠습니다 2024학년도 수시 모집요강,"['관련', '전공', '활동', '지원', '전형']",0,학생 모집 및 입학 전형
2023-08-20,"기계공학과를 지원하고자 하는데 지역인재, 창의인재, 교과 이렇게 동일한 과에 전형 종류만 다르게 중복지원 가능하단 밀씀이죠?","1. 2024학년도 기계공학부 수시 전형 지원 시 창의인재, 지역인재, 교과 전형 3전형의 중복지원이 가능합니다.

중복지원에 관해 설명드리면 원서를 접수할 때 1전형당 1개의 학부/과만 지원할 수 있습니다. 한국기술교육대학교 수시모집에서는 지원 자격 충족 여부에 따라 최대 6개 전형 중복지원이 가능합니다. (1전형당 1개의 학부/과만 지원 가능) 여기서 1전형이란 2024학년도 수시 입학전형인 학생부종합전형, (학생부교과전형) 교과 전형, (논술 일반전형) 논술전형을 의미합니다. 또한, 학생부종합전형은 세부 전형별(창의인재, 지역인재, 사회통합, 특성화고 졸업자, 농어촌학생, 특수교육대상자)로 각각 지원할 수 있습니다. 따라서 2024학년도 수시 모집 지원 시 창의인재, 지역인재, 교과 전형 3전형의 중복지원이 가능합니다. 추가사항으로 1개 전형 기준으로 하나의 모집단위에만 지원할 수 있으며 2개 이상의 모집단위에 지원할 경우 이중지원에 해당하며 이중지원자는 합격을 취소됨을 참고해 주시기를 바랍니다.",2024학년도 기계공학부 수시 전형 지원 창의인재 지역인재 교과 전형 3전형의 중복지원이 가능합니다 중복지원에 관해 설명드리면 원서를 접수할 1전형당 1개의 학부 과만 지원할 있습니다 교 수시모집에서는 지원 자격 충족 여부에 따라 최대 6개 전형 중복지원이 가능합니다 1전형당 1개의 학부 과만 지원 가능 여기서 1전형이란 2024학년도 수시 입학전형인 학생부종합전형 학생부교과전형 교과 전형 논술 일반전형 논술전형을 의미합니다 또한 학생부종합전형은 세부 전형별 창의인재 지역인재 사회통합 특성화고 졸업자 농어촌학생 특수대상자 각각 지원할 있습니다 따라서 2024학년도 수시 모집 지원 창의인재 지역인재 교과 전형 3전형의 중복지원이 가능합니다 추가사항으로 1개 전형 기준으로 하나의 모집단위에만 지원할 있으며 2개 이상의 모집단위에 지원할 경우 이중지원에 해당하며 이중지원자는 합격을 취소됨을 참고해 주시기를 바랍니다,"['전형', '지원', '인재', '중복', '모집']",0,학생 모집 및 입학 전형
2023-08-20,"전형간 복수지원 가능한거 맞나요?
종합전형 중 창의,지역 다 가능한가요?","2. 중복지원 가능합니다.

위에서 말씀드린 것과 같이 한국기술교육대학교 수시모집에서는 지원 자격 충족 여부에 따라 최대 6개 전형 중복지원이 가능합니다. (1전형당 1개의 학부/과만 지원 가능) 여기서 1전형이란 2024학년도 수시 입학전형인 학생부종합전형, (학생부교과전형) 교과 전형, (논술 일반전형) 논술전형을 의미합니다. 또한, 학생부종합전형은 세부 전형별(창의인재, 지역인재, 사회통합, 특성화고 졸업자, 농어촌학생, 특수교육대상자)로 각각 지원할 수 있습니다.

따라서 학생부종합전형의 세부 전형별 ex) 창의인재 + 지역인재 지원이 가능합니다.",중복지원 가능합니다 위에서 말씀드린 것과 같이 교 수시모집에서는 지원 자격 충족 여부에 따라 최대 6개 전형 중복지원이 가능합니다 1전형당 1개의 학부 과만 지원 가능 여기서 1전형이란 2024학년도 수시 입학전형인 학생부종합전형 학생부교과전형 교과 전형 논술 일반전형 논술전형을 의미합니다 또한 학생부종합전형은 세부 전형별 창의인재 지역인재 사회통합 특성화고 졸업자 농어촌학생 특수대상자 각각 지원할 있습니다 따라서 학생부종합전형의 세부 전형별 창의인재 지역인재 지원이 가능합니다,"['전형', '학생', '지원', '인재', '종합']",0,학생 모집 및 입학 전형
2023-08-21,마이스터고를 졸업하고 학생부종합전형에 지원하려는데 일반과목 단위수가 낮고 전공과목의 단위수가 높은 마이스터고는 성적산출방식이 어떻게 되는지 궁금해서 연락드렸습니다.,"학생부종합전형은 학교생활의 충실도를 정성적으로 평가하는 전형으로 성적 부분과 관련해서는 학생부종합전형 평가요소별 체크리스트를 보면 학업역량-기초 학업역량 부분에서 '대학 수학에 필요한 기본 교과목의 교과성적은 적절한가? 그 외 교과목의 성적은 어느 정도인가?', '학기별/학년별 성적의 추이는 어떠한가?', '과목별 등급 외에 원점수(평균/표준편차)는 적절한가?'로 나타나 있습니다. 즉, 학생부종합전형은 학생부 교과성적 1~9등급까지 등급에 따라 차등 점수 부여를 하는 것이 아닌 학업역량(35%), 전공적합성(35%), 나우리역량(30%)로 세부적으로 학교생활기록부를 정성적으로 평가하고 있습니다. 따라서 성적산출방식을 적용하여 교과성적을 정량적으로 반영하는 것이 아닌 학교생활기록부 전체를 종합정성 평가합니다.",학생부종합전형은 학교생활의 충실도를 정성적으로 평가하는 전형으로 성적 부분과 관련해서는 학생부종합전형 평가요소별 체크리스트를 보면 학업역량 기초 학업역량 부분에서  수학에 필요한 기본 교과목의 교과성적은 적절한가 교과목의 성적은 어느 정도인가 학기별 학년별 성적의 추이는 어떠한가 과목별 등급 외에 원점수 평균 표준편차 적절한가 나타나 있습니다 학생부종합전형은 학생부 교과성적 9등급까지 등급에 따라 차등 점수 부여를 하는 것이 아닌 학업역량 35 전공적합성 35 나우리역량 30 세부적으로 학교생활기록부를 정성적으로 평가하고 있습니다 따라서 성적산출방식을 적용하여 교과성적을 정량적으로 반영하는 것이 아닌 학교생활기록부 전체를 종합정성 평가합니다,"['성적', '학생', '종합', '전형', '평가']",0,학생 모집 및 입학 전형
2023-08-24,"안녕하세요^^
코리아텍 컴공/전기과 입학을 희망합니다.
고졸검정고시 성적 평균 95이상인 경우, 내신산출 등급이 어느정도 일까요?
교과전형으로 지원할 수 있을까요?
검정고시로는 어떤 전형에 지원할 수 있는지 알아봐주세요.","검정고시 합격자의 경우 교과전형의 지원이 불가능합니다.
전형별 지원 자격이 적용되는데 검정고시 합격자의 지원이 가능한 전형으로는 학생부종합전형(사회통합, 특수교육대상자(정원외)), 논술전형이 있습니다. 학생부종합전형의 경우 세부전형에 따라 추가적인 지원 자격을 충족해야 지원할 수 있습니다.
만약 학생부종합전형으로 지원 시 성적 산출과 관련해서는 학생부종합전형은 학교생활의 충실도를 정성적으로 평가하는 전형으로 성적을 정량적으로 반영하는 것이 아닌 학교생활기록부 전체를 종합정성 평가하고 있습니다. 따라서 학교생활기록부 대체 서식을 필수로 제출해야 합니다.
논술전형은 논술고사 성적(100%) 총점 순으로 선발하여 검정고시 성적이 반영되지 않습니다.
아래 2024학년도 수시 모집요강 링크를 첨부해 드리오니 12p 전형별 지원 자격, 47p 학교생활기록부 대체 서식을 참고해 주시면 감사하겠습니다:)

2024학년도 수시 모집요강
https://ipsi.koreatech.ac.kr/susi/mojip.do",검정고시 합격자의 경우 교과전형의 지원이 불가능합니다 전형별 지원 자격이 적용되는데 검정고시 합격자의 지원이 가능한 전형으로는 학생부종합전형 사회통합 특수대상자 정원외 논술전형이 있습니다 학생부종합전형의 경우 세부전형에 따라 추가적인 지원 자격을 충족해야 지원할 있습니다 만약 학생부종합전형으로 지원 성적 산출과 관련해서는 학생부종합전형은 학교생활의 충실도를 정성적으로 평가하는 전형으로 성적을 정량적으로 반영하는 것이 아닌 학교생활기록부 전체를 종합정성 평가하고 있습니다 따라서 학교생활기록부 대체 서식을 필수로 제출해야 합니다 논술전형은 논술고사 성적 100 총점 순으로 선발하여 검정고시 성적이 반영되지 않습니다 아래 2024학년도 수시 모집요강 링크를 첨부해 드리오니 12 전형별 지원 자격 47 학교생활기록부 대체 서식을 참고해 주시면 감사하겠습니다 2024학년도 수시 모집요강,"['전형', '지원', '종합', '학생', '성적']",0,학생 모집 및 입학 전형
2023-08-24,"23학년도 복학생입니다.
재학생공지톡방하고
암호를 알수있겠습니까?",재학생 공지 톡방의 경우 학부별 학생회가 관리 및 운영하고 있습니다. 따라서 해당 학부 학생회에 문의하시길 바랍니다.,재학생 공지 톡방의 경우 학부별 학생회가 관리 운영하고 있습니다 따라서 해당 학부 학생회에 문의하시길 바랍니다,"['학부', '학생회', '재학생', '공지', '톡방']",5,학과별 학부 프로그램 및 재학생 정보
2023-08-25,수시 사회통합전형에서 차상위계층의 (주거급여 와 교육급여 수급자) 도 포함되나요,"2024학년 수시 모집 전형 중 학생부종합전형(사회통합)의 지원 자격 중에는 국내 정규 고등학교 졸업(예정)자 또는 고졸학력 검정고시출신자 등 고교 졸업 동등 학력자로서 「국민기초생활 보장법」 제2조제1호에 따른 기초생활보장 수급권자(자녀), 동법 제2조 제10호에 따른 차상위계층, 「한부모가족지원법」 제5조 및 제5조의2에 따른 대상자가 포함됩니다.",2024학년 수시 모집 전형 학생부종합전형 사회통합 지원 자격 중에는 국내 정규 고등학교 졸업 예정 또는 고졸학력 검정고시출신자 고교 졸업 동등 학력자로서 국민기초생활 보장법 제2조제1호에 따른 기초생활보장 수급권자 자녀 동법 제2조 제10호에 따른 차상위계층 한부모가족지원법 제5조 제5조의2에 따른 대상자가 포함됩니다,"['전형', '지원', '졸업', '학력', '기초']",3,학년별 논술 평가 및 전형
2023-08-26,2024 재직자 전형으로 입학할려고하는데 뽑는지 자세하게 안나와있는거같아서 연락드립니다,"죄송하지만 재직자 전형은 존재하지 않습니다.
다만 재직 중에 대학 신입생 입학 또는 편입학하시려면 일학습병행대학이 있습니다. 일학습병행대학은 계약학과 운영 형태이며, 수시모집과는 완전히 다른 경로로 입학생을 선발하는 구조입니다. 수업 진행은 일학습병행제의 취지상, 기업 내에서 절반(OJT 형식)/학교 내에서 절반(온·오프라인 출석 수업)이며 통상 학교 수업은 주말 과정(아주 일부 야간과정)으로 진행됩니다. 일학습병행대학은 가능한 기업체(한국기술교육대학과의 협약 등)가 정해져 있어서 권역별/대학별 공동훈련센터에 귀사가 참여기업으로 들어와 있어야 가능합니다.
추가적인 입학 관련 문의를 하시려면 일학습병행대학 교학팀으로(041-640-8730) 문의하시면 감사드리겠습니다:)",죄송하지만 재직자 전형은 존재하지 않습니다 다만 재직 중에  신입생 입학 또는 편입학하시려면 일학습병행이 있습니다 일학습병행은 계약학과 운영 형태이며 수시모집과는 완전히 다른 경로로 입학생을 선발하는 구조입니다 수업 진행은 일학습병행제의 취지상 기업 내에서 절반 형식 학교 내에서 절반 오프라인 출석 수업 이며 통상 학교 수업은 주말 과정 아주 일부 야간과정 으로 진행됩니다 일학습병행은 가능한 기업체 과의 협약 정해져 있어서 권역별 별 공동훈련센터에 귀사가 참여기업으로 들어와 있어야 가능합니다 추가적인 입학 관련 문의를 하시려면 일학습병행 교학팀으로 041 640 8730 문의하시면 감사드리겠습니다,"['학습', '병행', '수업', '재직', '입학']",4,신입생 입학 및 수업 안내
2023-08-28,학교장 추천전형이 있나요?,"죄송하지만 학교장 추천전형은 존재하지 않습니다.
2024학년도 수시 모집에는 학생부종합전형(창의인재, 지역인재, 사회통합, 특성화고졸업자(정원외), 농어촌학생(정원외), 특수교육대상자(정원외)), 학생부교과, 논술, 기타(재외국민전형(정원외))의 전형으로 선발하고 있습니다.
아래 2024학년도 수시 모집요강 링크를 첨부해 드리오니 10p 가. 전형별 모집인원을 참고해 주시면 감사하겠습니다:)

2024학년도 수시 모집요강
https://ipsi.koreatech.ac.kr/susi/mojip.do",죄송하지만 학교장 추천전형은 존재하지 않습니다 2024학년도 수시 모집에는 학생부종합전형 창의인재 지역인재 사회통합 특성화고졸업자 정원외 농어촌학생 정원외 특수대상자 정원외 학생부교과 논술 기타 재외국민전형 정원외 전형으로 선발하고 있습니다 아래 2024학년도 수시 모집요강 링크를 첨부해 드리오니 10 전형별 모집인원을 참고해 주시면 감사하겠습니다 2024학년도 수시 모집요강,"['전형', '모집', '정원', '학년', '수시']",3,학년별 논술 평가 및 전형
2023-08-28,토요일 논술설명회를 못 갔습니다. 혹시 자료를 받을수 있을까요?,"2023.08.26 토요일에 진행했던 한국기술교육대학교 수시 논술전형 설명회에서 나눠드렸던 2024학년도 논술대비 온라인 모의논술 문제 및 풀이, 2024학년도 논술대비 기출문제집 자료 첨부파일로 보내드리겠습니다:)
추가적인 논술전형 관련 자료는 아래 링크로 접속하시면 확인할 수 있습니다.

한국기술교육대학교 수시모집 논술전형안내
https://ipsi.koreatech.ac.kr/susi/nonsule.do",2023 08 26 토요일에 진행했던 교 수시 논술전형 설명회에서 나눠드렸던 2024학년도 논술대비 온라인 모의논술 문제 풀이 2024학년도 논술대비 기출문제집 자료 첨부파일로 보내드리겠습니다 추가적인 논술전형 관련 자료는 아래 링크로 접속하시면 확인할 있습니다 교 수시모집 논술전형안내,"['논술', '전형', '수시', '학년', '대비']",3,학년별 논술 평가 및 전형
2023-08-28,한가지 질문이요. 요즘에도 졸업하면 직업훈련교사 자격증이 나오나요?,"1. 한국기술교육대학교는 실천공학기술자, 직업능력개발훈련교사, 인력개발담당자로서 갖추어야 할 자질과 능력을 개발하는 데 필요한 인적자원개발(HRD) 교육과정을 운영하고 있으며, HRD 부전공 이수를 의무화하여 졸업 시 직업능력개발훈련교사 면허 자격을 부여하고 있습니다.",교는 실천공학자 직업능력개발훈련교사 인력개발담당자로서 갖추어야 자질과 능력을 개발하는 필요한 인적자원개발 과정을 운영하고 있으며 부전공 이수를 의무화하여 졸업 직업능력개발훈련교사 면허 자격을 부여하고 있습니다,"['개발', '능력', '직업', '훈련', '교사']",0,학생 모집 및 입학 전형
2023-08-28,교직이수 과정은 있을까요? 예전에는 있어서 정교사2급 자격증은 나왔었습니다.,"2. 중등교직과정이수예정자 선발은 2019학년도까지만(2018학년도 입학생까지) 실시하였으며, 현재는 중등교직과정을 운영하고 있지 않습니다.",중등교직과정이수예정자 선발은 2019학년도까지만 2018학년도 입학생까지 실시하였으며 현재는 중등교직과정을 운영하고 있지 않습니다,"['중등', '교직과정', '학년', '예정자', '선발']",3,학년별 논술 평가 및 전형
2023-08-30,"안녕하세요
고1인데 공학 쪽으로 가려고 해요
과학 선택 과목으로 필수 과목이 있나요? 물리를 꼭 선택 해야하나요?","1. 과학 선택 과목으로 필수 과목은 없습니다. 학생부 종합전형으로 지원 시 학교생활기록부를 종합 정성 평가하고 있습니다. 서류평가 100%로 선발하며 학생부 종합전형 평가지표에 따라 학업역량(35%), 전공적합성(35%), 나우리역량(30%)로 나누어 평가하고 있습니다. 학생부 교과전형으로 지원 시 [공학계열]은 국어, 수학, 영어, 과학 교과 전 과목을 반영하고 있습니다. 더불어 최소 이수 단위가 없기 때문에 졸업예정자는 3학년 1학기까지의 교과 성적에서 이수한 만큼 반영하여 산출합니다. 또한, 수능최저학력기준이 적용됩니다. 국어, 수학, 영어, 탐구 (1개 과목) 중 상위 3개 영역 합 12등급 이내(필수 반영영역 없음)를 충족하면 됩니다. (탐구영역은 과학 / 사회 / 직업탐구 중 상위 1개 과목 반영) 따라서 꼭 물리를 선택하지 않아도 됩니다. 하지만 공학계열을 희망할 경우 학부 교과 과정에 물리 과목이 기반으로 되는 과목이 여럿 있으므로 물리를 선택해서 기초 학습을 하는 것도 좋은 방법이라고 생각합니다.",과학 선택 과목으로 필수 과목은 없습니다 학생부 종합전형으로 지원 학교생활기록부를 종합 정성 평가하고 있습니다 서류평가 100 선발하며 학생부 종합전형 평가지표에 따라 학업역량 35 전공적합성 35 나우리역량 30 나누어 평가하고 있습니다 학생부 교과전형으로 지원 공학계열 국어 수학 영어 과학 교과 과목을 반영하고 있습니다 더불어 최소 이수 단위가 없기 때문에 졸업예정자는 3학년 1학기까지의 교과 성적에서 이수한 만큼 반영하여 산출합니다 또한 수능최저학력기준이 적용됩니다 국어 수학 영어 탐구 1개 과목 상위 3개 영역 12등급 이내 필수 반영영역 없음 충족하면 됩니다 탐구영역은 과학 사회 직업탐구 상위 1개 과목 반영 따라서 물리를 선택하지 않아도 됩니다 하지만 공학계열을 희망할 경우 학부 교과 과정에 물리 과목이 기반으로 되는 과목이 여럿 있으므로 물리를 선택해서 기초 학습을 하는 것도 좋은 방법이라고 생각합니다,"['과목', '평가', '교과', '반영', '과학']",1,교과 성적 반영 및 전형 평가
2023-08-30,전자공학과 교과이수 과목이 궁금합니다,"2. 이번에 학과 선택에 고민이 많은 분을 위해 재학생 홍보대사 나래가 '전기전자통신공학부'를 시작으로 학과 소개를 진행하고 있습니다. 학과 소개 포스팅에서 전기전자통신공학부 전자공학전공의 소개, 커리큘럼 및 교과 과정 확인과 더불어 재학생 및 졸업생의 생생한 이야기도 들어보실 수 있습니다.
아래 전기전자통신공학부 소개 블로그 포스팅 링크를 첨부해 드리오니 참고해 주시면 감사드리겠습니다:)

한국기술교육대학교 공식 블로그 [학과 소개 - 전기전자통신공학부]
https://blog.naver.com/PostView.naver?blogId=koreatech91&logNo=223190425518&categoryNo=94&parentCategoryNo=&from=thumbnailList",이번에 학과 선택에 고민이 많은 분을 위해 재학생 홍보대사 나래가 전기전자통신공학부 시작으로 학과 소개를 진행하고 있습니다 학과 소개 포스팅에서 전기전자통신공학부 전자공학전공의 소개 커리큘럼 교과 과정 확인과 더불어 재학생 졸업생의 생생한 이야기도 들어보실 있습니다 아래 전기전자통신공학부 소개 블로그 포스팅 링크를 첨부해 드리오니 참고해 주시면 감사드리겠습니다 교 공식 블로그 학과 소개 전기전자통신공학부 91 223190425518 94,"['소개', '학과', '전자통신', '학부', '재학생']",5,학과별 학부 프로그램 및 재학생 정보
2023-08-30,"혹시 다른학교에서 한기대로 편입 할려면
필요한 조건이 있나여??","편입학 공통 지원 자격으로는 1. 국내 대학(방송통신대, 산업대 등 포함)에서 2학년 또는 4학기(계절학기 제외) 이상 수료하고 65학점 이상 이수한 자 (4학기는 1년에 2개 학기가 진행되는 학제를 기준으로 함, 전적 대학의 2학년 수료(또는 수료예정)요건과 우리 대학의 학점 취득요건(65학점)을 모두 충족해야 함) 2. 공인영어성적 : 원서접수 마감일까지 취득한 공인영어성적[원본]을 제출할 수 있는 자(TOEIC, New TEPS, TOEFL iBT 중 택1) ※ 성적제한 없음 3. 전적 대학 전공 : 모든 학부(전공)가 전적 대학 전공 제한 없이지원 가능합니다. 더 자세한 지원 자격 및 전형 방법은 아래 첨부해 드리는 편입학 모집요강 링크를 참고해 주시기를 바랍니다.

한국기술교육대학교 편입학 모집요강
https://ipsi.koreatech.ac.kr/pyunip/mojip.do",편입학 공통 지원 자격으로는 국내  방송통신대 산업대 포함 에서 2학년 또는 4학기 계절학기 제외 이상 수료하고 65학점 이상 이수한 4학기는 1년에 2개 학기가 진행되는 학제를 기준으로 전적 의 2학년 수료 또는 수료예정 요건과 우리 의 학점 취득요건 65학점 모두 충족해야 공인영어성적 원서접수 마감일까지 취득한 공인영어성적 원본 제출할 있는 택1 성적제한 없음 전적  전공 모든 학부 전공 전적  전공 제한 없이지원 가능합니다 자세한 지원 자격 전형 방법은 아래 첨부해 드리는 편입학 모집요강 링크를 참고해 주시기를 바랍니다 교 편입학 모집요강,"['학기', '편입학', '지원', '수료', '학점']",2,학교 문의 및 창의적 학습 지원
2023-08-30,23년도에는 공과계열은 미적 또는 기하를 선택하게되어있는데 24년도에 그 항목이 없어서 확통선택해도 되는건가요?,"네, 2024학년도 수시 모집부터는 수학 과목 선택 상관없이 국어, 수학, 영어, 탐구(1개 과목) 중 상위 3개 영역 합 12등급 이내(필수 반영 영역 없음)를 충족하시면 됩니다. 탐구영역은 과학 / 사회 / 직업탐구 중 상위 1개 과목을 반영합니다.",2024학년도 수시 모집부터는 수학 과목 선택 상관없이 국어 수학 영어 탐구 1개 과목 상위 3개 영역 12등급 이내 필수 반영 영역 없음 충족하시면 됩니다 탐구영역은 과학 사회 직업탐구 상위 1개 과목을 반영합니다,"['과목', '탐구', '영역', '수학', '상위']",4,신입생 입학 및 수업 안내
2023-08-30,공인 영어 성적에서 원수접수가 편입할때 말하는 원수접수 인가요 아니면 수시원서 접수 마감일 인가요?,"편입학 원서접수 마감일 기준입니다. 보통 12월 말 중으로 원서 접수가 마감되어 그때까지 취득한 공인영어성적[원본]을 제출하시면 됩니다.
더 자세한 사항은 지원을 희망하시는 학년도의 편입학 모집요강 업로드 후 확인해 주시기를 바랍니다.",편입학 원서접수 마감일 기준입니다 보통 12월 중으로 원서 접수가 마감되어 그때까지 취득한 공인영어성적 원본 제출하시면 됩니다 자세한 사항은 지원을 희망하시는 학년도의 편입학 모집요강 업로드 확인해 주시기를 바랍니다,"['편입학', '원서', '접수', '마감', '기준']",3,학년별 논술 평가 및 전형
2023-08-30,"1. 문과계열 4학년 내년 졸업예정자로 지원하려는데
학사편입이 가능한지요?",1. 학사편입학은 모집하고 있지 않습니다. 한국기술교육대학교는 일반편입학만 모집하고 있고 학사 졸업해도 3학년으로 편입학하게 됩니다.,학사편입학은 모집하고 있지 않습니다 교는 일반편입학만 모집하고 있고 학사 졸업해도 3학년으로 편입학하게 됩니다,"['편입학', '학사', '모집', '졸업', '학년']",3,학년별 논술 평가 및 전형
