Description,Second,Upload,Type,Impression,Reach,Share,Follow,Play,Like,Save,Cleaned_Description,Keyword,Topic,TopicLabel
"#K컬처박람회 #대학문화한마당

한국기술교육대학교 '알쓸대잡' 퀴즈 힌트가 필요하신가요?

코룡이가 알려드립니다!🐉",0.0,08/10/2023 18:08,IG 슬라이드,4644.0,2753.0,9.0,1.0,0.0,75.0,4.0,컬처박람회 대학문화한마당  알쓸대잡 퀴즈 힌트가 필요하신가요 코룡이가 알려드립니다,"['컬처', '박람회', '학문', '마당', '알']",3,교육 프로그램 혁신과 학생 참여
"광복절, 빛을 되찾은 그날을 그리다 #shorts #reels

안녕하세요. 한국기술교육대학교 재학생 홍보대사 나래 15기입니다.

빛 광(光), 회복할 복(復), 오늘은 제78주년 광복절입니다.

빛을 되찾은 그날을 기억하고자 나래가 그날을 그리다 : 태극기 그리기 릴레이 챌린지를 진행하였는데요, 지난 8월 8일부터 14일까지 일주일간 한국기술교육대학교를 제외한 총 14개의 학교가 참여해 주셨습니다.

잊어서는 안 되는 역사의 오늘, 가슴 속에 태극기를 그려보는 시간이 되었으면 좋겠습니다.

*내일을 향한 기대, 당신을 향한 나래 with KOREATECH*

#8월15일 #광복절 #릴레이 #챌린지 #대한독립만세 #🇰🇷",52.0,08/14/2023 21:08,Instagram 릴스,4965.0,3294.0,3.0,0.0,5198.0,98.0,0.0,광복절 빛을 되찾은 그날을 그리다 안녕하세요  재학생 홍보대사 나래 15기입니다 빛 광 회복할 복 오늘은 제78주년 광복절입니다 빛을 되찾은 그날을 기억하고자 나래가 그날을 그리다 태극기 그리기 릴레이 챌린지를 진행하였는데요 지난 8월 8일부터 14일까지 일주일간 를 제외한 총 14개의 학교가 참여해 주셨습니다 잊어서는 안 되는 역사의 오늘 가슴 속에 태극기를 그려보는 시간이 되었으면 좋겠습니다 내일을 향한 기대 당신을 향한 나래 8월15일 광복절 릴레이 챌린지 대한독립만세,"['광복절', '빛', '그날', '나래', '리다']",3,교육 프로그램 혁신과 학생 참여
"「즐겨보자 한기대 경험하자 한기대」 ep. 10

<우리 학교에서 지원하는 프로그램들>

작가 | 우비(건축공학전공 22학번)
@uu_bi_",0.0,08/16/2023 01:08,IG 슬라이드,3896.0,2273.0,0.0,0.0,0.0,50.0,12.0,즐겨보자  경험하자  10 학교에서 지원하는 프로그램들 작가 우비 건축공학전공 22학번,"['경험', '학교', '지원', '프로그램', '작가']",1,만화 및 카툰 시리즈 창작
"너의 스무살은 어때? NEW ME, NEW WORLD 🌟 l 2024학년도 한국기술교육대학교 수시모집 #shorts #reels

[한국기술교육대학교 2024학년도 수시모집 인터넷 원서접수] 
2023. 9. 11.(월) 09:00 ~ 9. 15.(금) 19:00

문의: 041-560-1011, 1231~2, https://ipsi.koreatech.ac.kr/main.do 
카카오톡 1:1 입시상담 '코리아텍 한국기술교육대학교' 채널",16.0,08/16/2023 01:08,Instagram 릴스,5017.0,3618.0,15.0,0.0,5271.0,96.0,1.0,너의 스무살은 2024학년도  수시모집  2024학년도 수시모집 인터넷 원서접수 2023 9 11 09 00 9 15 금 19 00 문의 041 560 1011 1231 2 카카오톡 1 1 입시상담 코리아텍  채널,"['학년', '수시', '모집', '너', '스무살']",3,교육 프로그램 혁신과 학생 참여
"아는 형님의 아는 동생이 알려주는 산업경영학부 빼이~ | 한국기술교육대학교/KOREATECH | #shorts #reels

#한국기술교육대학교 #한기대 #산업경영학부 #경영학과 

예비 샌ㅇH긔.. 오ㅃrㅁr음.. 보이니..?

너에게 다 알려주고 싶어~

4차 산업혁명을 선도하는 경영 전문 인재 양성 #산업경영학부 
#융합경영전공 😎
마케팅과 광고 홍보, 글로벌 비즈니스, 기술경영
#데이터경영전공 😎
빅데이터분석, 경영정보시스템 및 디지털 비지니스, 생산운영관리 및 스마트팩토리, 재무관리 및 회계

아는 형님의 아는 누나의~ 아는 동생이 알려주는 산업경영학부 빼이~

사람을 향하는 기술, 세상을 바꾸는 교육! 👩‍🎓한국기술교육대학교👨‍🎓가 더 궁금하다면?!
대학 홈페이지 👉 https://www.koreatech.ac.kr
입시 홈페이지 👉 https://ipsi.koreatech.ac.kr
공식 블로그 👉 https://blog.naver.com/koreatech91",60.0,08/17/2023 21:08,Instagram 릴스,7828.0,6150.0,162.0,1.0,8401.0,178.0,6.0,아는 형님의 아는 동생이 알려주는 산업경영학부 빼이    산업경영학부 경영학과 예비 샌 긔 음 보이니 너에게 다 알려주고 싶어 4차 산업혁명을 선도하는 경영 전문 인재 양성 산업경영학부 융합경영전공 마케팅과 광고 홍보 글로벌 비즈니스 기술경영 데이터경영전공 빅데이터분석 경영정보시스템 디지털 비지니스 생산운영관리 스마트팩토리 재무관리 회계 아는 형님의 아는 누나의 아는 동생이 알려주는 산업경영학부 빼이 사람을 향하는 기술 세상을 바꾸는 교육  더 궁금하다면 대학 홈페이지 입시 홈페이지 공식 블로그 91,"['경영', '산업', '학부', '형님', '동생']",4,학부 및 전공 소개와 커뮤니티 활동
"「고룡이 용 되기」 ep. 10
<다산정보관으로 공부하기>
작가 | 고룡(산업경영학부 19학번)
@gooo_ryong",0.0,08/18/2023 00:08,IG 슬라이드,3980.0,2294.0,0.0,0.0,0.0,50.0,8.0,고룡이 용 되기 10 다산정보관으로 공부하기 작가 고룡 산업경영학부 19학번,"['고룡', '용', '다산', '정보', '관']",1,만화 및 카툰 시리즈 창작
"#대학혁신사업단 #1일선생님 #학생튜터모집

대학혁신사업단에서 또래들의 1일 선생님이 되어줄 학생 튜터를 모집합니다.
또래들의 능력을 향상시키고 함께 성장할 여러분들의 많은 관심 부탁드립니다:)

✅모집 분야 : 

1. 전공실험실습교과 튜터 (30명) / 시급 11,540원
2. 저학년 SW 교육강화 튜터 (20명) / 시급 11,540원
3. 실험실습실 기술연구지원 대학원생 튜터 (8명) / 시급 14,430원
 

✅지원 자격 : 지원 교과목 B+ 이상 3학년 이상 학부생(초과학기생 가능)및 대학원생
*실험실습실 기술연구지원 대학원생 튜터의 경우, 대학원생만 가능

✅신청 방법 : 제출서류 및 신청서 작성 후 대학혁신사업단 (담헌 704호) 방문 제출 

✅신청 기간 : 2023.08.16(수) ~ 2023.08.24(목) *추가 모집 시 연장 가능

✅선발 일자 : 2023.08.25(금) 

✅활동 기간 : 2023.08월 ~ 12월 (2023학년도 2학기)

✅대상 과목 : 아우누리 내 첨부파일 참조 (근로장학생 모집 31021번 글)

📍문의 사항 : 041-640-8597 / bircht0407@koreatech.ac.kr",0.0,08/21/2023 00:08,IG 슬라이드,3813.0,2170.0,2.0,0.0,0.0,43.0,2.0,대학혁신사업단 1일선생님 학생튜터모집 대학혁신사업단에서 또래들의 1일 선생님이 되어줄 학생 튜터를 모집합니다 또래들의 능력을 향상시키고 성장할 여러분들의 많은 관심 부탁드립니다 모집 분야 1 전공실험실습교과 튜터 30명 시급 11 540원 2 저학년 교육강화 튜터 20명 시급 11 540원 3 실험실습실 기술연구지원 대학원생 튜터 8명 시급 14 430원 지원 자격 지원 교과목 3학년 학부생 초과학기생 가능 대학원생 실험실습실 기술연구지원 대학원생 튜터의 경우 대학원생만 가능 신청 방법 제출서류 신청서 작성 후 대학혁신사업단 담헌 704호 방문 제출 신청 기간 2023 08 16 수 2023 08 24 목 추가 모집 시 연장 가능 선발 일자 2023 08 25 금 활동 기간 2023 08월 12월 2023학년도 2학기 대상 과목 아우누리 내 첨부파일 참조 근로장학생 모집 31021번 글 문의 사항 041 640 8597 0407,"['튜터', '모집', '대학원생', '대학', '혁신']",3,교육 프로그램 혁신과 학생 참여
"푸바오 낙서를 건 한기대 수시전형 퀴즈게임! 이 게임...누가 이길까?👀 READY, SET, GO! #shorts #reels

2024학년도 한국기술교육대학교 수시전형에 대한 정확한 정보와
원서접수를 앞두고 긴장하고 있는 예비 한기인들을 위해
재학생 홍보대사 '나래'가 준비했습니다!🤗

재미까지 놓치지 않은 2024년도 수시전형 퀴즈게임 한.판.승.부!
귀여운 푸바오🐼 낙서의 주인공은 과연 누구?!

#수시 #학종 #교과 #논술 #한국기술교육대학교 #한기대 #수시모집 #퀴즈게임

📌 2024학년도 한국기술교육대학교 수시모집 원서접수 기간
23.09.11(월) 09:00 ~ 15(금) 19:00까지

사람을 향하는 기술, 세상을 바꾸는 교육! 👩‍🎓한국기술교육대학교👨‍🎓가 더 궁금하다면?!
대학 홈페이지 👉 https://www.koreatech.ac.kr
입시 홈페이지 👉 https://ipsi.koreatech.ac.kr
공식 블로그 👉 https://blog.naver.com/koreatech91",58.0,08/21/2023 02:08,Instagram 릴스,4656.0,3150.0,17.0,0.0,5150.0,58.0,2.0,푸바오 낙서를 건  수시전형 퀴즈게임 게임 누가 이길까 2024학년도  수시전형에 대한 정확한 정보와 원서접수를 앞두고 긴장하고 있는 예비 한기인들을 위해 재학생 홍보대사 나래 준비했습니다 재미까지 놓치지 않은 2024년도 수시전형 퀴즈게임 한 판 승 부 귀여운 푸바오 낙서의 주인공은 수시 학종 교과 논술   수시모집 퀴즈게임 2024학년도  수시모집 원서접수 기간 23 09 11 09 00 15 금 19 00까지 사람을 향하는 기술 세상을 바꾸는 교육  더 궁금하다면 대학 홈페이지 입시 홈페이지 공식 블로그 91,"['수시', '게임', '퀴즈', '바오', '낙서']",1,만화 및 카툰 시리즈 창작
"교수님 피셜 연애하면 A+ ?! 한기대 컴퓨터공학부 파헤치기! | [한국기술교육대학교/KOREATECH] #shorts #reels

컴공오면 VR도 만들공, 드론 코딩도하공😆

학과 탐구생활!
실습으로 VR게임하는 학과가 있다?

최신 기술 트렌드에 맞춰 #지능형사물인터넷 #가상현실
#증강현실 #인공지능 핵심 기술 교육과 최첨단 장비 드론 실습실까지!

📢 1학년 학점 잘 받는 팁!
1. 연애
2. 연...ㅇH
3. 연....애🙄

#한국기술교육대학교 #한기대 #컴퓨터공학부 #컴퓨터공학과

사람을 향하는 기술, 세상을 바꾸는 교육! 👩‍🎓한국기술교육대학교👨‍🎓가 더 궁금하다면?!
대학 홈페이지 👉 https://www.koreatech.ac.kr
입시 홈페이지 👉 https://ipsi.koreatech.ac.kr
공식 블로그 👉 https://blog.naver.com/koreatech91",52.0,08/22/2023 00:08,Instagram 릴스,7620.0,5878.0,214.0,5.0,8232.0,145.0,7.0,교수님 피셜 연애하면  컴퓨터공학부 파헤치기  컴공오면 도 만들공 드론 코딩도하공 학과 탐구생활 실습으로 게임하는 학과가 최신 기술 트렌드에 맞춰 지능형사물인터넷 가상현실 증강현실 인공지능 핵심 기술 교육과 최첨단 장비 드론 실습실까지 1학년 학점 잘 받는 팁 1 연애 2 연 3 연 애   컴퓨터공학부 컴퓨터공학과 사람을 향하는 기술 세상을 바꾸는 교육  더 궁금하다면 대학 홈페이지 입시 홈페이지 공식 블로그 91,"['컴퓨터공학', '기술', '연애', '부', '공']",4,학부 및 전공 소개와 커뮤니티 활동
"#전기공학과 #전자공학과 #정보통신공학과

한국기술교육대학교 전기전자통신공학부를 소개합니다 :)

✅ 전기공학전공
✅ 전자공학전공
✅ 정보통신공학전공

총 3개의 전공으로 구성된 한기대 전기전자통신공학부는 탄탄한 커리큘럼과 필드 중심의 실습 수업을 통해 높은 취업률을 자랑합니다.

카드뉴스를 통해 학부 상세 소개와 졸업생 및 재학생의 이야기
그리고 한기대만의 강점, 24학년도 수시모집 일정을 확인해보세요 :)

한기대 전기전자통신공학부는 예비 한기인 여러분을 기다립니다🤗

공식 블로그를 통해 더 자세한 학부 정보와 전공별 커리큘럼를 확인해 보세요🧡",0.0,08/22/2023 02:08,IG 슬라이드,4491.0,2738.0,1.0,0.0,0.0,74.0,4.0,전기공학과 전자공학과 정보통신공학과  전기전자통신공학부를 소개합니다 전기공학전공 전자공학전공 정보통신공학전공 총 3개의 전공으로 구성된  전기전자통신공학부는 탄탄한 커리큘럼과 필드 중심의 실습 수업을 통해 높은 취업률을 자랑합니다 카드뉴스를 통해 학부 상세 소개와 졸업생 재학생의 이야기 만의 강점 24학년도 수시모집 일정을 확인해보세요  전기전자통신공학부는 예비 한기인 여러분을 기다립니다 공식 블로그를 통해 더 자세한 학부 정보와 전공별 커리큘럼를 확인해 보세요,"['학부', '전공', '정보', '전자통신', '통해']",4,학부 및 전공 소개와 커뮤니티 활동
"#월드프렌즈코리아 #해외봉사 💪

2023.7.22 ~ 8.12. <2023 월드프렌즈코리아 해외 IT 봉사단 in 베트남 Part 1.>

24명의 한기인들이 21박 22일 동안 베트남 다낭에서 하계 국외 기술교육봉사 활동을 완수하였습니다 🧡

✅ 어도비 앱을 이용한 이미지 및 동영상 편집 교육
✅ Python 프로그래밍 교육
✅ IT 로봇교육
✅ 아두이노를 이용한 자율주행 라인트레이서 및 컴퓨터 유지보수 교육
✅ 네트워크 전기공사

뜻깊은 활동을 위해 귀중한 시간을 들여 봉사와 희생을 몸소 실천한 한기인들에게 다시 한 번 박수를 보냅니다 :)",0.0,08/22/2023 21:08,IG 슬라이드,4232.0,2594.0,12.0,0.0,0.0,180.0,1.0,월드프렌즈코리아 해외봉사 2023 7 22 8 12 2023 월드프렌즈코리아 해외 봉사단 베트남 1 24명의 한기인들이 21박 22일 베트남 다낭에서 하계 국외 기술교육봉사 활동을 완수하였습니다 어도비 앱을 이용한 이미지 동영상 편집 교육 프로그래밍 교육 로봇교육 아두이노를 이용한 자율주행 라인트레이서 컴퓨터 유지보수 교육 네트워크 전기공사 뜻깊은 활동을 위해 귀중한 시간을 들여 봉사와 희생을 몸소 실천한 한기인들에게 다시 한 번 박수를 보냅니다,"['교육', '봉사', '월드', '프렌즈', '코리아']",2,학생 참여 및 동아리 활동
"#월드프렌즈코리아 #해외봉사 💪

2023.7.22 ~ 8.12. <2023 월드프렌즈코리아 해외 IT 봉사단 in 베트남 Part 2.>

24명의 한기인들이 21박 22일 동안 베트남 다낭에서 하계 국외 기술교육봉사 활동을 완수하였습니다 🧡

✅ 어도비 앱을 이용한 이미지 및 동영상 편집 교육
✅ Python 프로그래밍 교육
✅ IT 로봇교육
✅ 아두이노를 이용한 자율주행 라인트레이서 및 컴퓨터 유지보수 교육
✅ 네트워크 전기공사

뜻깊은 활동을 위해 귀중한 시간을 들여 봉사와 희생을 몸소 실천한 한기인들에게 다시 한 번 박수를 보냅니다 :)",0.0,08/22/2023 21:08,IG 슬라이드,4419.0,2700.0,2.0,4.0,0.0,198.0,0.0,월드프렌즈코리아 해외봉사 2023 7 22 8 12 2023 월드프렌즈코리아 해외 봉사단 베트남 2 24명의 한기인들이 21박 22일 베트남 다낭에서 하계 국외 기술교육봉사 활동을 완수하였습니다 어도비 앱을 이용한 이미지 동영상 편집 교육 프로그래밍 교육 로봇교육 아두이노를 이용한 자율주행 라인트레이서 컴퓨터 유지보수 교육 네트워크 전기공사 뜻깊은 활동을 위해 귀중한 시간을 들여 봉사와 희생을 몸소 실천한 한기인들에게 다시 한 번 박수를 보냅니다,"['교육', '봉사', '월드', '프렌즈', '코리아']",2,학생 참여 및 동아리 활동
"어차피 그거 다 기계임;; 갓벽한 기계 클래쓰😏 취업률까지 완벽-☆ | [한국기술교육대학교/KOREATECH] #shorts #reels

공대에서는 특히 이론만큼 중요한 실습!
회사가 원하는 맞춤형 실무 인재를 양성하는 #기계공학과 찾고 있다면?

IoT, AI, 3D Printing 등 산업현장의 변화에 빠르게 대응하는 교과과정과,
스마트 러닝 팩토리를 통한 스마트팩토리 기술 연구까지 가능한 정말 갓벽한 기계공학부!

✅ 세계적인 수준의 청정도를 유지하는 클린룸
✅ 원하는만큼 사용할 수 있는 3D프린터와 재료 
✅ 첨단 반도체 실습 설비 완비
✅ 교육부 주관 반도체 특성화 대학 선정(w/충남대, 충북대)

교수님 오피셜로 공부도 청춘도 열심히 즐기는, 한국기술교육대학교 기계공학부 🧡

📢 12년 연속 4년제 대학교 취업률 Top 5 수성

#한국기술교육대학교 #한기대 #기계공학부 #기계공학과 #취업률 

사람을 향하는 기술, 세상을 바꾸는 교육! 👩‍🎓한국기술교육대학교👨‍🎓가 더 궁금하다면?!
대학 홈페이지 👉 https://www.koreatech.ac.kr
입시 홈페이지 👉 https://ipsi.koreatech.ac.kr
공식 인스타그램 👉 https://www.instagram.com/koreatech_since1991/
공식 블로그 👉 https://blog.naver.com/koreatech91",60.0,08/23/2023 20:08,Instagram 릴스,5620.0,4003.0,39.0,0.0,6092.0,107.0,4.0,어차피 그거 다 기계임 갓벽한 기계 클래쓰 취업률까지 완벽  공대에서는 특히 이론만큼 중요한 실습 회사가 원하는 맞춤형 실무 인재를 양성하는 기계공학과 찾고 있다면 3 산업현장의 변화에 빠르게 대응하는 교과과정과 스마트 러닝 팩토리를 통한 스마트팩토리 기술 연구까지 가능한 정말 갓벽한 기계공학부 세계적인 수준의 청정도를 유지하는 클린룸 원하는만큼 사용할 수 있는 3 프린터와 재료 첨단 반도체 실습 설비 완비 교육부 주관 반도체 특성화 대학 선정 충남대 충북대 교수님 오피셜로 공부도 청춘도 열심히 즐기는  기계공학부 12년 연속 4년제 대학교 취업률 5 수성   기계공학부 기계공학과 취업률 사람을 향하는 기술 세상을 바꾸는 교육  더 궁금하다면 대학 홈페이지 입시 홈페이지 공식 인스타그램 1991 공식 블로그 91,"['취업률', '기계공', '학부', '기계', '벽']",3,교육 프로그램 혁신과 학생 참여
"#산업경영학부 #산업경영학과 #경영학과

한국기술교육대학교 산업경영학부를 소개합니다 :)

✅ 융합경영전공
✅ 데이터경영전공

한기대 산업경영학부는
현장지향형 교육 중심 대학의 최일류 경영학부이며
탄탄한 커리큘럼과 필드 중심의 실습 수업을 통해 높은 취업률을 자랑합니다😎 

카드뉴스를 통해 학부 상세 소개와 졸업생 및 재학생의 이야기
그리고 한기대만의 강점, 24학년도 수시모집 일정을 확인해보세요 :)

한기대  산업경영학부는 예비 한기인 여러분을 기다립니다🤗

공식 블로그를 통해 더 자세한 학부 정보와 전공별 커리큘럼를 확인해 보세요🧡",0.0,08/24/2023 02:08,IG 슬라이드,4995.0,2843.0,7.0,0.0,0.0,72.0,5.0,산업경영학부 산업경영학과 경영학과  산업경영학부를 소개합니다 융합경영전공 데이터경영전공  산업경영학부는 현장지향형 교육 중심 대학의 최일류 경영학부이며 탄탄한 커리큘럼과 필드 중심의 실습 수업을 통해 높은 취업률을 자랑합니다 카드뉴스를 통해 학부 상세 소개와 졸업생 재학생의 이야기 만의 강점 24학년도 수시모집 일정을 확인해보세요  산업경영학부는 예비 한기인 여러분을 기다립니다 공식 블로그를 통해 더 자세한 학부 정보와 전공별 커리큘럼를 확인해 보세요,"['산업', '경영학', '학부', '경영', '전공']",4,학부 및 전공 소개와 커뮤니티 활동
"#개강임박 #어서와🧡

< 한기대의 여름 >

개강이 3일 남은 지금, 한기인들은 어떤 모습으로 여름을 보내고 있나요? :)

남은 여름방학도 건강하게, 알차게 보내고 밝은 모습으로 캠퍼스에서 만나요🎵

📸 Photography by @hey_ho_od",0.0,08/24/2023 19:08,IG 슬라이드,4884.0,3081.0,20.0,1.0,0.0,243.0,2.0,개강임박 어서와 의 여름 개강이 3일 남은 지금 한기인들은 모습으로 여름을 보내고 있나요 남은 여름방학도 건강하게 알차게 보내고 밝은 모습으로 캠퍼스에서 만나요,"['개강', '여름', '모습', '임박', '어서']",2,학생 참여 및 동아리 활동
"#개관기념 #EVENT🎁

한국기술교육대학교 에듀테크 기반 미래첨단기술 학습공간 개관 기념 초성 퀴즈 이벤트를 진행합니다 😎

Q. 8월 30일 개관하는 4차 산업혁명 맞춤 최첨단 실습실과 연구시설을 갖춘 한국기술교육대학교의 교육시설의 이름은 무엇일까요?

초성 HINT! ""ㄷㄷ ㅁㄹㅎㅅㄱ""

창의적사고와 도전정신으로 다산 정약용, 담헌 홍대용 선생의
실사구시 철학을 실천하는 한국기술교육대학교 인재상
<기술과 사람을 잇는 다담형 인재>을 반영한 미래 인재 양성 학습공간입니다 :)

✅ 참여 기간
23년 8월 25일(금) ~ 31일 (목)

✅ 대상
한국기술교육대학교에 대해 더 알고싶고, 관심있는 모든 분들 :)

✅ 참여 방법
1. 한국기술교육대학교 공식 인스타그램 프로필 링크를 통해 네이버 폼으로 접속 ※ 중복지원 불가능

2. 퀴즈 정답과 개인정보 수집항목 입력 후 제출

🧡 HINT! 한기대 공식 블로그에서 초성퀴즈 힌트를 확인할 수 있습니다 :)

✅ 경품 및 지급인원
- 스타벅스 아메리카노 1잔 기프티콘 ☕
- 이벤트 기간 중 참여한 응모자 중 40명 추첨

✅ 당첨자 발표 및 경품 발송
23년 9월 1일 (금)
※당첨자 분들에게 즉시 발송됩니다.

한국기술교육대학교 신규 교육시설 개관 기념 초성 퀴즈 이벤트에 많은 참여 바랍니다 :)",0.0,08/24/2023 21:08,IG 슬라이드,5377.0,3216.0,26.0,12.0,0.0,162.0,7.0,개관기념  에듀테크 기반 미래첨단기술 학습공간 개관 기념 초성 퀴즈 이벤트를 진행합니다 8월 30일 개관하는 4차 산업혁명 맞춤 최첨단 실습실과 연구시설을 갖춘 의 교육시설의 이름은 무엇일까요 초성 창의적사고와 도전정신으로 다산 정약용 담헌 홍대용 선생의 실사구시 철학을 실천하는  인재상 기술과 사람을 잇는 다담형 인재 반영한 미래 인재 양성 학습공간입니다 참여 기간 23년 8월 25일 금 31일 목 대상 에 대해 더 알고싶고 관심있는 모든 분들 참여 방법 1  공식 인스타그램 프로필 링크를 통해 네이버 폼으로 접속 중복지원 불가능 2 퀴즈 정답과 개인정보 수집항목 입력 후 제출  공식 블로그에서 초성퀴즈 힌트를 확인할 수 있습니다 경품 지급인원 스타벅스 아메리카노 1잔 기프티콘 이벤트 기간 중 참여한 응모자 중 40명 추첨 당첨자 발표 경품 발송 23년 9월 1일 금 당첨자 분들에게 발송됩니다  신규 교육시설 개관 기념 초성 퀴즈 이벤트에 많은 참여 바랍니다,"['개관', '참여', '기념', '초성', '퀴즈']",0,창작물 및 학생 참여 이벤트
"💸억 소리 나는 장비 부자 한기대 에너지신소재공학전공 | 비싼 장비 너무 탐난다🤑 | [한국기술교육대학교/KOREATECH] #shorts #reels

📢 반도체, 금속, 세라믹, 고분자, 디스플레이
여러 재료에 대해 제대로 배우는 #에너지신소재공학과 여기 있죠!

장비에 진심인 한기대 에너지신소재공학전공!

실험 한번에 2억 짜리 장비??

억 소리 나는 장비 부자 뿐 아니라
#에너지신소재공학전공 학생이라면 모두가 랩실 배정 가능 OK!

에.신이 궁금한 분들을 위해 직접 리뷰 해 드립니다!

에: 에기들아!
신: 신입생으로 만나자~😘

#한국기술교육대학교 #한기대 #에너지신소재화학공학부 #에너지신소재공학전공 

Tip. 남녀 성비 반반 #공대 를 찾는다면 한기대 에너지신소재공학전공이 있습니다..! 

남녀 성비 5:5😏 이론과 실습도 5:5😏

사람을 향하는 기술, 세상을 바꾸는 교육! 👩‍🎓한국기술교육대학교👨‍🎓가 더 궁금하다면?!
대학 홈페이지 👉 https://www.koreatech.ac.kr
입시 홈페이지 👉 https://ipsi.koreatech.ac.kr
공식 블로그 👉 https://blog.naver.com/koreatech91",45.0,08/24/2023 23:08,Instagram 릴스,5443.0,3757.0,10.0,0.0,6014.0,97.0,2.0,억 소리 나는 장비 부자  에너지신소재공학전공 비싼 장비 너무 탐난다  반도체 금속 세라믹 고분자 디스플레이 여러 재료에 대해 제대로 배우는 에너지신소재공학과 있죠 장비에 진심인  에너지신소재공학전공 실험 한번에 2억 짜리 장비 억 소리 나는 장비 부자 뿐 아니라 에너지신소재공학전공 학생이라면 모두가 랩실 배정 가능 신이 궁금한 분들을 위해 직접 리뷰 해 드립니다 에기들아 신 신입생으로 만나자   에너지신소재화학공학부 에너지신소재공학전공 남녀 성비 반반 공대 찾는다면  에너지신소재공학전공이 있습니다 남녀 성비 5 5 이론과 실습도 5 5 사람을 향하는 기술 세상을 바꾸는 교육  더 궁금하다면 대학 홈페이지 입시 홈페이지 공식 블로그 91,"['에너지', '신소재공학', '장비', '전공', '억']",4,학부 및 전공 소개와 커뮤니티 활동
"#k컬처박람회 #여름이었다⭐️ 

2023. 08. 11~14 <대학문화한마당 in K-컬처박람회>

🙏Special thanks to
NARAE @koreatech_narae 
K-ROAD @kroad_2020 
K-오케스트라 @koreatech_orchestra 
로봇사랑
비상 @koreatech_flyhigh 
한소리 @voice_of_hansori_",0.0,08/25/2023 02:08,IG 슬라이드,5152.0,2884.0,11.0,0.0,0.0,204.0,3.0,컬처박람회 여름이었다 2023 08 11 14 대학문화한마당 컬처박람회 2020 오케스트라 로봇사랑 비상 한소리,"['컬처', '박람회', '여름', '학문', '마당']",3,교육 프로그램 혁신과 학생 참여
"#진로결정 #집단상담🤗

안녕하세요, 상담·진로개발센터입니다.

2022학년부터 운영되고 있는 <전공별 진로상담사> 들이 준비한 진로 결정 집단상담을 소개합니다. 

진로방향을 설정하고 구체적인 계획을 세우고 싶은 학생 여러분의 많은 참여 바랍니다 :)

* 진로 동기 강화 집단은 10월에 다시 개설 예정",0.0,08/27/2023 23:08,IG 슬라이드,3398.0,1905.0,0.0,0.0,0.0,32.0,0.0,진로결정 집단상담 안녕하세요 상담 진로개발센터입니다 2022학년부터 운영되고 있는 전공별 진로상담사 들이 준비한 진로 결정 집단상담을 소개합니다 진로방향을 설정하고 구체적인 계획을 세우고 싶은 학생 여러분의 많은 참여 바랍니다 진로 동기 강화 집단은 10월에 다시 개설 예정,"['진로', '집단', '상담', '결정', '개발']",3,교육 프로그램 혁신과 학생 참여
"#메카트로닉스공학부 #메카트로닉스공학과 

한국기술교육대학교 메카트로닉스공학부를 소개합니다 :)

✅ 생산시스템전공
✅ 제어시스템전공
✅ 디지털시스템전공

한국기술교육대학교 메카트로닉스공학부는
21세기 메카트로닉스 분야를 이끌어 나아갈 고도의 전문성을 갖춘 
실천 공학 기술자 및 인력 개발전문가를 양성하고 있으며
탄탄한 커리큘럼과 필드 중심의 실습 수업을 통해 높은 취업률을 자랑합니다😎

카드뉴스를 통해 학부 상세 소개와 졸업생 및 재학생의 이야기
그리고 한기대만의 강점, 24학년도 수시모집 일정을 확인해보세요 :)

한기대 메카트로닉스공학부는 예비 한기인 여러분을 기다립니다🤗

공식 블로그를 통해 더 자세한 학부 정보와 전공별 커리큘럼를 확인해 보세요🧡",0.0,08/27/2023 23:08,IG 슬라이드,4149.0,2441.0,1.0,0.0,0.0,63.0,7.0,메카트로닉스공학부 메카트로닉스공학과  메카트로닉스공학부를 소개합니다 생산시스템전공 제어시스템전공 디지털시스템전공  메카트로닉스공학부는 21세기 메카트로닉스 분야를 이끌어 나아갈 고도의 전문성을 갖춘 실천 공학 기술자 인력 개발전문가를 양성하고 있으며 탄탄한 커리큘럼과 필드 중심의 실습 수업을 통해 높은 취업률을 자랑합니다 카드뉴스를 통해 학부 상세 소개와 졸업생 재학생의 이야기 만의 강점 24학년도 수시모집 일정을 확인해보세요  메카트로닉스공학부는 예비 한기인 여러분을 기다립니다 공식 블로그를 통해 더 자세한 학부 정보와 전공별 커리큘럼를 확인해 보세요,"['메카트로닉스', '학부', '전공', '시스템', '통해']",4,학부 및 전공 소개와 커뮤니티 활동
"「고룡이 용 되기」 ep. 11

<고룡이 멋진 용 되기>

작가 | 고룡(산업경영학부 19학번)
@gooo_ryong",0.0,08/28/2023 03:08,IG 슬라이드,3699.0,2019.0,0.0,0.0,0.0,57.0,0.0,고룡이 용 되기 11 고룡이 멋진 용 되기 작가 고룡 산업경영학부 19학번,"['고룡', '용', '작가', '산업', '경영']",1,만화 및 카툰 시리즈 창작
